budget,genres,original_language,revenue,runtime,title,director
25000000.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",en,19829957.0,107.0,My Soul to Take,['Wes Craven']
25000000.0,['Comedy'],en,30411183.0,108.0,The Girl Next Door,['Luke Greenfield']
25000000.0,"['Action', 'Adventure', 'Thriller']",en,51702483.0,100.0,Maximum Risk,['Ringo Lam']
25000000.0,"['Action', 'Comedy', 'Drama']",en,6041521.0,85.0,Stealing Harvard,['Bruce McCulloch']
25000000.0,"['Crime', 'Thriller']",en,42972994.0,131.0,Legend,['Brian Helgeland']
0.0,"['Action', 'Comedy']",en,5310711.0,88.0,Hot Rod,['Akiva Schaffer']
28000000.0,"['Horror', 'Thriller']",en,10126458.0,91.0,Shark Night,['David R. Ellis']
25.0,['Drama'],en,13.0,145.0,Angela's Ashes,['Alan Parker']
25000000.0,['Drama'],en,28831145.0,109.0,Draft Day,['Ivan Reitman']
25000000.0,"['Fantasy', 'Horror', 'Science Fiction', 'Thriller']",en,0.0,101.0,Lifeforce,['Tobe Hooper']
25000000.0,"['Crime', 'Drama', 'History']",en,15478800.0,122.0,The Conspirator,['Robert Redford']
25000000.0,['Drama'],en,13411957.0,107.0,Lords of Dogtown,['Catherine Hardwicke']
25000000.0,"['Drama', 'History']",en,24902723.0,120.0,The 33,['Patricia Riggen']
25000000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy']",en,11000000.0,99.0,Big Trouble in Little China,['John Carpenter']
100000000.0,"['Comedy', 'Romance']",fr,0.0,132.0,Fly Me to the Moon,['Pascal Chaumeil']
25000000.0,"['Action', 'Drama']",en,23057115.0,140.0,Warrior,"[""Gavin O'Connor""]"
28000000.0,"['Drama', 'Thriller']",en,16900000.0,132.0,Michael Collins,['Neil Jordan']
25000000.0,"['War', 'Drama', 'History']",en,25000000.0,254.0,Gettysburg,['Ronald F. Maxwell']
25000000.0,"['Drama', 'War']",en,11207130.0,113.0,Stop-Loss,['Kimberly Peirce']
25000000.0,"['Drama', 'Mystery', 'Thriller']",en,10719357.0,99.0,Abandon,['Stephen Gaghan']
25000000.0,"['Drama', 'Thriller']",en,13000000.0,100.0,Brokedown Palace,['Jonathan Kaplan']
14000000.0,"['Horror', 'Thriller']",en,85446075.0,92.0,The Possession,['Ole Bornedal']
25000000.0,"['Comedy', 'Romance', 'Drama']",en,10070000.0,105.0,Mrs. Winterbourne,['Richard Benjamin']
25000000.0,"['Drama', 'Thriller']",en,10324441.0,110.0,Straw Dogs,['Rod Lurie']
25000000.0,"['Comedy', 'Drama']",en,11772461.0,116.0,The Hoax,['Lasse Hallström']
17000000.0,"['Action', 'Crime', 'Thriller']",en,0.0,92.0,Stone Cold,['Craig R. Baxley']
32000000.0,"['Adventure', 'Drama']",en,27635305.0,111.0,The Road,['John Hillcoat']
25000000.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",en,5778353.0,117.0,Sheena,['John Guillermin']
25000000.0,"['Action', 'Comedy']",en,3086127.0,95.0,Underclassman,['Marcos Siega']
25000000.0,"['Comedy', 'Romance']",en,2861903.0,95.0,Say It Isn't So,['J.B. Rogers']
25000000.0,['Drama'],en,18297690.0,127.0,The World's Fastest Indian,['Roger Donaldson']
25000000.0,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']",en,4064495.0,98.0,Tank Girl,['Rachel Talalay']
15000000.0,"['Comedy', 'Crime']",en,2137685.0,95.0,King's Ransom,['Jeffrey W. Byrd']
25000000.0,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",en,19844979.0,121.0,Blindness,['Fernando Meirelles']
25000000.0,"['Action', 'Adventure', 'Fantasy', 'Horror']",en,2405420.0,95.0,BloodRayne,['Uwe Boll']
25000000.0,"['Comedy', 'Drama']",en,27603069.0,80.0,Carnage,['Roman Polanski']
25000000.0,"['Drama', 'Mystery', 'Thriller']",en,0.0,107.0,Where the Truth Lies,['Atom Egoyan']
0.0,"['Fantasy', 'Family']",en,2135000.0,91.0,Cirque du Soleil: Worlds Away,['Andrew Adamson']
25000000.0,['Drama'],en,777423.0,117.0,Without Limits,['Robert Towne']
25000000.0,"['Comedy', 'Drama', 'Romance']",en,2336172.0,114.0,Me and Orson Welles,['Richard Linklater']
13500000.0,"['Drama', 'Romance', 'Crime', 'Mystery']",en,19255873.0,124.0,The Best Offer,['Giuseppe Tornatore']
25000000.0,"['Drama', 'Crime']",en,10589102.0,122.0,The Bad Lieutenant: Port of Call - New Orleans,['Werner Herzog']
0.0,"['Animation', 'Family']",en,71594792.0,88.0,A Turtle's Tale: Sammy's Adventures,['Ben Stassen']
25000000.0,"['Comedy', 'Drama']",fr,48531470.0,154.0,Little White Lies,['Guillaume Canet']
25000000.0,['Drama'],en,0.0,117.0,Love Ranch,['Taylor Hackford']
25000000.0,"['Family', 'Adventure', 'Animation']",fr,0.0,80.0,The True Story of Puss 'n Boots,"['Jérôme Deschamps', 'Pascal Hérold', 'Macha Makeïeff']"
25000000.0,"['Family', 'Animation']",ru,6500000.0,85.0,Space Dogs,"['Inna Evlannikova', 'Svyatoslav Ushakov']"
25000000.0,"['Thriller', 'Crime', 'Drama']",en,71009334.0,117.0,The Counselor,['Ridley Scott']
25000000.0,"['Romance', 'Adventure', 'Action', 'History']",en,0.0,121.0,Ironclad,['Jonathan English']
25000000.0,"['History', 'Action', 'Drama']",en,3052000.0,128.0,Waterloo,['Sergey Bondarchuk']
25000000.0,"['Crime', 'Action', 'Thriller']",cn,0.0,100.0,Kung Fu Jungle,['Teddy Chan']
15000000.0,"['Action', 'Thriller']",en,0.0,121.0,Red Sky,['Mario Van Peebles']
14000000.0,"['Drama', 'Romance']",en,34670720.0,119.0,Dangerous Liaisons,['Stephen Frears']
25000000.0,"['Adventure', 'Drama']",en,8784318.0,137.0,On the Road,['Walter Salles']
24000000.0,"['Science Fiction', 'Adventure']",en,133000000.0,119.0,Star Trek IV: The Voyage Home,['Leonard Nimoy']
24000000.0,['Drama'],en,155721132.0,102.0,Rocky Balboa,['Sylvester Stallone']
24000000.0,"['Horror', 'Mystery']",en,172363301.0,120.0,Scream 2,['Wes Craven']
25000000.0,"['Action', 'Drama', 'Western']",en,1397284.0,98.0,Jane Got a Gun,"[""Gavin O'Connor""]"
24000000.0,"['Comedy', 'Romance']",en,70181428.0,105.0,Think Like a Man Too,['Tim Story']
41300000.0,"['Comedy', 'Crime']",en,106371651.0,98.0,The Whole Nine Yards,['Jonathan Lynn']
8200000.0,"['Drama', 'Family', 'Music', 'Romance']",en,80035402.0,107.0,Footloose,['Herbert Ross']
24000000.0,['Comedy'],en,87055349.0,91.0,Old School,['Todd Phillips']
24000000.0,"['Comedy', 'Drama']",en,41895491.0,137.0,The Fisher King,['Terry Gilliam']
65000000.0,"['Horror', 'Mystery', 'Thriller']",en,40002112.0,100.0,I Still Know What You Did Last Summer,['Danny Cannon']
24000000.0,"['Romance', 'Comedy', 'Drama']",en,36609995.0,115.0,Return to Me,['Bonnie Hunt']
24000000.0,['Comedy'],en,42105111.0,102.0,Zack and Miri Make a Porno,['Kevin Smith']
24000000.0,"['Comedy', 'Crime', 'Thriller']",en,2133268.0,110.0,Nurse Betty,['Neil LaBute']
24000000.0,"['Comedy', 'War']",en,68729358.0,93.0,The Men Who Stare at Goats,['Grant Heslov']
24000000.0,"['Adventure', 'Drama', 'Action', 'Comedy', 'Romance']",en,4650.0,88.0,Double Take,['George Gallo']
40000000.0,['Drama'],en,95399.0,127.0,"Girl, Interrupted",['James Mangold']
17000000.0,"['Comedy', 'Romance']",en,16980098.0,95.0,Win a Date with Tad Hamilton!,['Robert Luketic']
24000000.0,"['Fantasy', 'Comedy', 'Science Fiction', 'Family']",en,16290976.0,87.0,Muppets from Space,['Tim Hill']
24000000.0,"['Adventure', 'Family', 'Fantasy', 'Music']",en,21049053.0,134.0,The Wiz,['Sidney Lumet']
24000000.0,"['Action', 'Comedy', 'Drama']",en,12372410.0,107.0,Ready to Rumble,['Brian Robbins']
24000000.0,"['Comedy', 'Drama']",en,8434146.0,124.0,Play It to the Bone,['Ron Shelton']
24000000.0,"['Romance', 'Comedy']",en,30551495.0,89.0,I Don't Know How She Does It,['Douglas McGrath']
24000000.0,"['Comedy', 'Horror']",en,83188165.0,88.0,Piranha 3D,['Alexandre Aja']
23000000.0,"['Drama', 'Music']",en,0.0,60.0,Beyond the Sea,['Kevin Spacey']
24000000.0,"['Animation', 'Comedy', 'Family']",en,4562146.0,93.0,Meet the Deedles,['Steve Boyum']
28000000.0,"['Adventure', 'Fantasy', 'Animation', 'Science Fiction', 'Family']",en,669276.0,72.0,The Thief and the Cobbler,['Richard Williams']
24000000.0,"['Romance', 'Drama']",en,0.0,120.0,The Bridge of San Luis Rey,['Mary McGuckian']
24000000.0,"['Crime', 'Drama', 'Action', 'Thriller']",en,23081726.0,98.0,Faster,"['George Tillman, Jr.']"
24000000.0,"['Fantasy', 'Animation', 'Adventure']",ja,234710455.0,119.0,Howl's Moving Castle,['Hayao Miyazaki']
23600000.0,"['Comedy', 'Horror']",en,102391382.0,88.0,Zombieland,['Ruben Fleischer']
23000000.0,['Comedy'],en,185991646.0,90.0,The Waterboy,['Frank Coraci']
18000000.0,"['Adventure', 'Action', 'Science Fiction']",en,538400000.0,124.0,The Empire Strikes Back,['Irvin Kershner']
19000000.0,"['Action', 'Comedy', 'Crime', 'Thriller']",en,141407024.0,118.0,Bad Boys,['Michael Bay']
23000000.0,"['Comedy', 'Crime']",en,86930411.0,85.0,The Naked Gun 2½: The Smell of Fear,['David Zucker']
23000000.0,['Horror'],en,53302314.0,98.0,Final Destination,['James Wong']
12500000.0,['Drama'],en,75993061.0,101.0,The Ides of March,['George Clooney']
23000000.0,"['Thriller', 'Science Fiction', 'Action']",en,53187659.0,108.0,Pitch Black,['David Twohy']
23000000.0,"['Comedy', 'Romance']",en,0.0,118.0,Someone Like You...,['Tony Goldwyn']
23000000.0,"['Romance', 'Science Fiction', 'Drama']",en,47351251.0,126.0,Her,['Spike Jonze']
23000000.0,"['Mystery', 'Thriller', 'Drama']",en,36642838.0,97.0,Joy Ride,['John Dahl']
25000000.0,"['Fantasy', 'Adventure', 'Family']",en,6399.0,99.0,The Adventurer: The Curse of the Midas Box,['Jonathan Newman']
23000000.0,"['Drama', 'Comedy', 'Romance']",en,18653615.0,114.0,Anywhere But Here,['Wayne Wang']
0.0,"['Action', 'Comedy']",en,0.0,88.0,The Crew,['Michael Dinner']
23000000.0,"['Action', 'Thriller']",en,33372606.0,93.0,Haywire,['Steven Soderbergh']
23000000.0,"['Adventure', 'Thriller']",en,51881013.0,89.0,Jaws: The Revenge,['Joseph Sargent']
23000000.0,['Drama'],en,57739.0,98.0,Marvin's Room,['Jerry Zaks']
23000000.0,"['Drama', 'Family']",en,4080687.0,94.0,The Longshots,['Fred Durst']
23000000.0,['Drama'],en,10827816.0,102.0,The End of the Affair,['Neil Jordan']
23000000.0,"['Action', 'Thriller']",en,7434726.0,98.0,Harley Davidson and the Marlboro Man,['Simon Wincer']
23000000.0,"['History', 'Drama', 'Thriller', 'Crime', 'Mystery']",en,29541790.0,124.0,In the Valley of Elah,['Paul Haggis']
19430000.0,"['Drama', 'History']",fr,0.0,105.0,Coco Before Chanel,['Anne Fontaine']
11000000.0,"['Western', 'Drama']",en,0.0,90.0,Forsaken,['Jon Cassar']
23000000.0,"['Drama', 'Comedy', 'Romance']",en,9366227.0,86.0,Cheri,['Stephen Frears']
23000000.0,"['Drama', 'Romance']",en,16123851.0,141.0,Vanity Fair,['Mira Nair']
23000000.0,"['Drama', 'Action', 'History']",cn,5837674.0,139.0,Bodyguards and Assassins,['Teddy Chan']
25000000.0,"['Horror', 'Thriller']",en,94679598.0,104.0,1408,['Mikael Håfström']
22700000.0,"['Comedy', 'Science Fiction']",en,38119483.0,96.0,Spaceballs,['Mel Brooks']
22500000.0,"['War', 'Drama']",en,15520023.0,112.0,The Water Diviner,['Russell Crowe']
22000000.0,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",en,505000000.0,127.0,Ghost,['Jerry Zucker']
23000000.0,"['Romance', 'Comedy']",en,369884651.0,119.0,There's Something About Mary,"['Bobby Farrelly', 'Peter Farrelly']"
22000000.0,"['Fantasy', 'Drama', 'Comedy', 'Family']",en,189833357.0,97.0,The Santa Clause,['John Pasquin']
20000000.0,"['Drama', 'Family']",en,75597042.0,127.0,The Rookie,['John Lee Hancock']
22000000.0,"['Comedy', 'Family']",en,147880543.0,110.0,The Game Plan,['Andy Fickman']
24000000.0,"['Drama', 'Romance']",en,182016617.0,135.0,The Bridges of Madison County,['Clint Eastwood']
22000000.0,"['Action', 'Comedy']",en,84772742.0,84.0,The Animal,['Luke Greenfield']
22000000.0,"['Drama', 'History']",en,77737889.0,191.0,Gandhi,['Richard Attenborough']
22000000.0,['Drama'],en,88880821.0,122.0,The Hundred-Foot Journey,['Lasse Hallström']
22000000.0,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",en,110627965.0,114.0,The Net,['Irwin Winkler']
22000000.0,['Drama'],en,92542418.0,132.0,I Am Sam,['Jessie Nelson']
22000000.0,['Drama'],en,67800064.0,138.0,Son of God,['Christopher Spencer']
22000000.0,"['Fantasy', 'Action', 'Thriller']",en,95708457.0,121.0,Underworld,['Len Wiseman']
22000000.0,"['Drama', 'Thriller']",en,57479076.0,108.0,Derailed,['Mikael Håfström']
22000000.0,"['Drama', 'Comedy', 'Crime']",en,35424826.0,108.0,The Informant!,['Steven Soderbergh']
22000000.0,"['Drama', 'Romance']",en,0.0,131.0,Shadowlands,['Richard Attenborough']
22000000.0,['Comedy'],en,22400154.0,83.0,Deuce Bigalow: European Gigolo,['Mike Bigelow']
26000000.0,['Comedy'],en,51164106.0,105.0,Delivery Man,['Ken Scott']
0.0,['Thriller'],en,8993222.0,108.0,Our Kind of Traitor,['Susanna White']
22000000.0,"['Comedy', 'Crime', 'Romance']",en,19351569.0,90.0,Saving Silverman,['Dennis Dugan']
22000000.0,"['Comedy', 'Family']",en,77112176.0,94.0,Diary of a Wimpy Kid: Dog Days,['David Bowers']
22000000.0,"['Thriller', 'Drama', 'Crime', 'Romance']",en,7991450.0,142.0,Summer of Sam,['Spike Lee']
22000000.0,['Comedy'],en,33788161.0,104.0,Jay and Silent Bob Strike Back,['Kevin Smith']
30000000.0,"['Drama', 'Thriller']",en,23619609.0,106.0,The Glass House,['Daniel Sackheim']
22000000.0,"['Comedy', 'Drama', 'Mystery']",en,63647656.0,106.0,"Hail, Caesar!","['Joel Coen', 'Ethan Coen']"
39000000.0,"['Comedy', 'Music']",en,4562455.0,98.0,Josie and the Pussycats,"['Deborah Kaplan', 'Harry Elfont']"
22000000.0,"['Action', 'Thriller']",en,43058898.0,100.0,Homefront,['Gary Fleder']
22000000.0,"['Family', 'Horror']",en,13555988.0,95.0,The Little Vampire,['Uli Edel']
22000000.0,"['Comedy', 'Romance']",en,0.0,107.0,I Heart Huckabees,['David O. Russell']
22000000.0,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",en,10696210.0,104.0,RoboCop 3,['Fred Dekker']
22000000.0,"['Action', 'Science Fiction', 'Thriller']",en,1573454.0,104.0,Megiddo: The Omega Code 2,"['Brian Trenchard-Smith', 'Paul J. Lombardi']"
25000000.0,"['Drama', 'Comedy', 'Thriller', 'Music', 'Romance']",en,0.0,136.0,Darling Lili,['Blake Edwards']
70000000.0,"['Comedy', 'Family', 'Romance']",en,3018345.0,77.0,Dudley Do-Right,['Hugh Wilson']
25000000.0,"['Thriller', 'Action', 'Crime']",en,72629670.0,96.0,The Transporter Refueled,['Camille Delamarre']
0.0,"['Drama', 'Romance']",en,10852064.0,114.0,The Libertine,['Laurence Dunmore']
21000000.0,"['Drama', 'Thriller', 'War']",nl,26193068.0,145.0,Black Book,['Paul Verhoeven']
22000000.0,"['Romance', 'Drama', 'History', 'War', 'Music']",fr,17709155.0,116.0,Joyeux Noël,['Christian Carion']
2000000.0,"['Action', 'Comedy', 'Romance']",en,14400000.0,100.0,Hit & Run,"['Dax Shepard', 'David Palmer']"
22000000.0,"['Action', 'Comedy', 'Crime']",en,9273645.0,104.0,Mad Money,['Callie Khouri']
22000000.0,"['Mystery', 'Thriller']",en,15447154.0,92.0,Before I Go to Sleep,['Rowan Joffe']
22000000.0,"['Action', 'Thriller', 'Adventure']",en,12000000.0,121.0,Sorcerer,['William Friedkin']
22000000.0,['Drama'],en,9479718.0,105.0,Stone,['John Curran']
16000000.0,"['Romance', 'Drama', 'Comedy']",fr,10878867.0,120.0,Moliere,['Laurent Tirard']
22000000.0,"['Thriller', 'Drama', 'Crime']",en,15400000.0,116.0,Out of the Furnace,['Scott Cooper']
25000000.0,"['Drama', 'Mystery', 'Crime']",en,92991835.0,119.0,Michael Clayton,['Tony Gilroy']
21500000.0,"['Comedy', 'Drama']",en,2860334.0,101.0,My Fellow Americans,['Peter Segal']
31000000.0,"['Drama', 'Thriller', 'Mystery']",en,41067311.0,117.0,Arlington Road,['Mark Pellington']
22000000.0,"['Animation', 'Adventure', 'Romance']",es,24000000.0,106.0,Underdogs,['Juan José Campanella']
17000000.0,"['Romance', 'Comedy']",en,73244881.0,111.0,To Rome with Love,['Woody Allen']
18000000.0,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,70687344.0,136.0,Firefox,['Clint Eastwood']
21000000.0,"['Animation', 'Comedy', 'Music']",en,83137603.0,81.0,"South Park: Bigger, Longer & Uncut",['Trey Parker']
9000000.0,"['Comedy', 'Drama']",en,46.0,90.0,Death at a Funeral,['Frank Oz']
21000000.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",en,42000000.0,96.0,Teenage Mutant Ninja Turtles III,['Stuart Gillard']
32000000.0,"['Comedy', 'Romance']",en,40222729.0,106.0,Hardball,['Brian Robbins']
21000000.0,"['Drama', 'Comedy', 'Romance']",en,205738714.0,122.0,Silver Linings Playbook,['David O. Russell']
21000000.0,"['Crime', 'Drama']",en,41170784.0,123.0,Freedom Writers,['Richard LaGravenese']
0.0,['Drama'],en,19497324.0,134.0,For Colored Girls,['Tyler Perry']
21000000.0,"['Action', 'Crime', 'Thriller']",en,43928932.0,92.0,The Transporter,"['Louis Leterrier', 'Corey Yuen Kwai']"
20000000.0,"['Drama', 'Action']",en,41627431.0,115.0,Never Back Down,['Jeff Wadlow']
21000000.0,"['Horror', 'Thriller', 'Science Fiction']",en,17762705.0,104.0,The Rage: Carrie 2,['Katt Shea']
17000000.0,"['Drama', 'Comedy', 'Romance']",en,14899417.0,98.0,Away We Go,['Sam Mendes']
21000000.0,"['Drama', 'Comedy']",en,17600000.0,120.0,Swing Vote,['Joshua Michael Stern']
21000000.0,"['Romance', 'Drama']",en,10011050.0,117.0,Moonlight Mile,['Brad Silberling']
20000000.0,"['Drama', 'Thriller', 'Mystery']",en,80630608.0,127.0,Tinker Tailor Soldier Spy,['Tomas Alfredson']
0.0,"['Drama', 'Comedy', 'Romance']",en,0.0,30.0,Molly,['John Duigan']
21000000.0,['Drama'],en,970816.0,91.0,The Beaver,['Jodie Foster']
35000000.0,['Comedy'],en,69701637.0,114.0,The Best Little Whorehouse in Texas,['Colin Higgins']
15000000.0,"['Action', 'Thriller', 'Science Fiction', 'Horror']",en,2856712.0,97.0,eXistenZ,['David Cronenberg']
18000000.0,"['Adventure', 'Action']",en,389925971.0,115.0,Raiders of the Lost Ark,['Steven Spielberg']
18000000.0,"['Comedy', 'Family', 'Adventure', 'Crime']",en,358991681.0,120.0,Home Alone 2: Lost in New York,['Chris Columbus']
20000000.0,"['Science Fiction', 'Drama']",en,303788635.0,135.0,Close Encounters of the Third Kind,['Steven Spielberg']
38000000.0,"['Horror', 'Thriller']",en,29907685.0,90.0,Pulse,['Jim Sonzero']
20000000.0,"['Action', 'Comedy', 'Crime']",en,299965036.0,100.0,Beverly Hills Cop II,['Tony Scott']
20000000.0,['Comedy'],en,132675402.0,105.0,Bringing Down the House,['Adam Shankman']
19000000.0,"['Crime', 'Drama', 'Thriller']",en,272742922.0,119.0,The Silence of the Lambs,['Jonathan Demme']
20000000.0,"['Music', 'Comedy']",en,121697323.0,94.0,Wayne's World,['Penelope Spheeris']
20000000.0,"['Comedy', 'Documentary', 'Action']",en,117224271.0,94.0,Jackass 3D,['Jeff Tremaine']
20000000.0,"['Horror', 'Thriller']",en,187884007.0,116.0,Jaws 2,['Jeannot Szwarc']
20000000.0,"['Adventure', 'Comedy', 'Family']",en,149281606.0,91.0,Beverly Hills Chihuahua,['Raja Gosnell']
13000000.0,"['Horror', 'Thriller']",en,318000141.0,112.0,The Conjuring,['James Wan']
32000000.0,"['Adventure', 'Comedy', 'Family', 'Romance']",en,97918663.0,95.0,Are We There Yet?,['Brian Levant']
20000000.0,['Comedy'],en,100525432.0,97.0,Tammy,['Ben Falcone']
35000000.0,"['Comedy', 'Music']",en,131282949.0,108.0,School of Rock,['Richard Linklater']
18000000.0,"['Action', 'Fantasy']",en,122195920.0,101.0,Mortal Kombat,['Paul W.S. Anderson']
37000000.0,['Comedy'],en,113086475.0,109.0,White Chicks,['Keenen Ivory Wayans']
20000000.0,"['Comedy', 'Drama']",en,177243185.0,115.0,The Descendants,['Alexander Payne']
20000000.0,"['Adventure', 'Family', 'Drama', 'Comedy']",en,71406573.0,117.0,Holes,['Andrew Davis']
20000000.0,"['Drama', 'Family', 'Romance']",en,92678948.0,108.0,The Last Song,['Julie Anne Robinson']
20000000.0,"['Drama', 'History']",en,187000000.0,134.0,12 Years a Slave,['Steve McQueen']
20000000.0,"['Drama', 'Romance', 'Comedy', 'Music']",en,57588485.0,118.0,Drumline,['Charles Stone III']
20000000.0,"['Comedy', 'Romance']",en,60072596.0,121.0,Why Did I Get Married Too?,['Tyler Perry']
20000000.0,"['Fantasy', 'Drama', 'Romance']",en,53000000.0,105.0,Edward Scissorhands,['Tim Burton']
20000000.0,"['Drama', 'Romance']",en,207945075.0,110.0,Me Before You,['Thea Sharrock']
20000000.0,"['Drama', 'Comedy', 'Crime']",en,66899242.0,114.0,Madea's Witness Protection,['Tyler Perry']
1800000.0,"['Action', 'Crime', 'Thriller']",en,41158757.0,104.0,The French Connection,['William Friedkin']
20000000.0,['Comedy'],en,183936074.0,100.0,Bad Moms,"['Jon Lucas', 'Scott Moore']"
20000000.0,['Comedy'],en,48548426.0,83.0,Date Movie,"['Jason Friedberg', 'Aaron Seltzer']"
20000000.0,"['Adventure', 'Fantasy', 'Animation', 'Family']",en,109862682.0,72.0,Return to Never Land,"['Robin Budd', 'Donovan Cook']"
20000000.0,"['History', 'Drama']",en,66787908.0,127.0,Selma,['Ava DuVernay']
20000000.0,"['Family', 'Animation', 'Adventure']",en,135680000.0,72.0,The Jungle Book 2,['Steve Trenbirth']
20000000.0,"['Thriller', 'Horror', 'Drama', 'Mystery']",en,67192859.0,89.0,Boogeyman,['Stephen T. Kay']
20000000.0,"['Thriller', 'Drama', 'Mystery']",en,84146832.0,96.0,Premonition,['Mennan Yapo']
30000000.0,"['Animation', 'Family']",en,45554533.0,77.0,The Tigger Movie,['Jun Falkenstein']
20000000.0,"['Horror', 'Thriller', 'Mystery']",en,41596251.0,123.0,Orphan,['Jaume Collet-Serra']
20000000.0,"['Adventure', 'Drama', 'Family']",en,43967255.0,111.0,Max,['Boaz Yakin']
20000000.0,"['Action', 'Adventure', 'Comedy']",en,86865564.0,86.0,Epic Movie,"['Jason Friedberg', 'Aaron Seltzer']"
20000000.0,"['Drama', 'Thriller', 'History']",en,88346473.0,128.0,Spotlight,['Tom McCarthy']
20000000.0,"['Drama', 'Crime', 'Thriller']",en,27640028.0,110.0,Lakeview Terrace,['Neil LaBute']
20000000.0,"['Horror', 'Thriller']",en,39143839.0,102.0,The Grudge 2,['Takashi Shimizu']
20000000.0,"['Comedy', 'Drama', 'Romance']",en,37672350.0,124.0,How Stella Got Her Groove Back,['Kevin Rodney Sullivan']
20000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",en,10200000.0,93.0,Bill & Ted's Bogus Journey,['Peter Hewitt']
20000000.0,"['Comedy', 'Drama', 'Romance', 'Thriller']",en,41237648.0,115.0,Man of the Year,['Barry Levinson']
20000000.0,"['Adventure', 'Family', 'Science Fiction', 'Action']",en,35841901.0,98.0,The Black Hole,['Gary Nelson']
20000000.0,"['Crime', 'Drama', 'Thriller']",en,65464324.0,104.0,The American,['Anton Corbijn']
20000000.0,['Drama'],en,60000000.0,127.0,Selena,['Gregory Nava']
20000000.0,"['Horror', 'Comedy']",en,80547866.0,82.0,Vampires Suck,"['Jason Friedberg', 'Aaron Seltzer']"
25000000.0,['Drama'],en,135330182.0,143.0,Babel,['Alejandro González Iñárritu']
19800000.0,"['Drama', 'Comedy']",en,41296320.0,103.0,This Is Where I Leave You,['Shawn Levy']
20000000.0,"['Drama', 'Mystery']",en,50907234.0,104.0,Doubt,['John Patrick Shanley']
32000000.0,"['Music', 'Adventure', 'Animation', 'Action', 'Comedy']",en,50907422.0,98.0,Team America: World Police,['Trey Parker']
20000000.0,"['Horror', 'Thriller']",en,47241945.0,92.0,Texas Chainsaw 3D,['John Luessenhop']
20000000.0,"['Drama', 'Thriller']",en,0.0,123.0,Copycat,['Jon Amiel']
20000000.0,['Comedy'],en,78378744.0,86.0,Scary Movie 5,['Malcolm D. Lee']
20000000.0,"['Drama', 'Action', 'Comedy', 'Western', 'Music']",en,31678778.0,158.0,Paint Your Wagon,['Joshua Logan']
20000000.0,"['History', 'Drama']",en,54586584.0,128.0,Milk,['Gus Van Sant']
20000000.0,['Action'],en,46069568.0,107.0,Risen,['Kevin Reynolds']
35000000.0,"['Horror', 'Mystery', 'Thriller']",en,68349884.0,91.0,Ghost Ship,['Steve Beck']
19000000.0,['Comedy'],en,35387212.0,108.0,A Very Harold & Kumar Christmas,['Todd Strauss-Schulson']
20000000.0,"['Crime', 'Drama', 'Mystery']",en,67200000.0,108.0,Wild Things,['John McNaughton']
0.0,"['Horror', 'Thriller', 'Mystery']",en,11581586.0,101.0,The Stepfather,['Nelson McCormick']
20000000.0,"['Drama', 'Thriller']",en,45636368.0,113.0,The Debt,['John Madden']
30000000.0,"['Comedy', 'Drama', 'Romance', 'Music']",en,47126295.0,113.0,High Fidelity,['Stephen Frears']
27000000.0,"['Horror', 'Mystery', 'Thriller']",en,12511473.0,87.0,One Missed Call,['Eric Valette']
20000000.0,"['Drama', 'Thriller']",en,53192700.0,101.0,Eye for an Eye,['John Schlesinger']
20000000.0,"['Thriller', 'Crime', 'Drama']",en,64822796.0,112.0,The Bank Job,['Roger Donaldson']
20000000.0,"['Science Fiction', 'Drama', 'Romance']",en,72258126.0,108.0,Eternal Sunshine of the Spotless Mind,['Michel Gondry']
20000000.0,"['Comedy', 'Romance']",en,32005248.0,105.0,You Again,['Andy Fickman']
20000000.0,"['Action', 'Crime', 'Drama', 'Thriller']",en,65569869.0,109.0,Street Kings,['David Ayer']
20000000.0,"['Comedy', 'Action', 'Science Fiction']",en,46089287.0,109.0,The World's End,['Edgar Wright']
0.0,"['Action', 'Adventure', 'Crime', 'Family', 'Mystery', 'Thriller']",en,0.0,44.0,Nancy Drew,['Andrew Fleming']
20000000.0,"['Fantasy', 'Horror', 'Action', 'Thriller', 'Science Fiction']",en,51416464.0,98.0,Daybreakers,"['Michael Spierig', 'Peter Spierig']"
20000000.0,"['Comedy', 'Romance']",en,49779728.0,104.0,She's Out of My League,['Jim Field Smith']
20000000.0,"['Adventure', 'Comedy', 'Romance']",en,17425000.0,109.0,Monte Carlo,['Thomas Bezucha']
9000000.0,"['Horror', 'Thriller']",en,27105095.0,100.0,Stay Alive,['William Brent Bell']
