budget,genres,original_language,revenue,runtime,title,director
16000000,"['Action', 'Adventure', 'Drama', 'Thriller']",ko,11301649,120.0,Tidal Wave,['Yoon Je-kyoon']
14000000,"['History', 'Drama', 'Thriller', 'War']",en,233555708,113.0,The Imitation Game,['Morten Tyldum']
0,['Comedy'],en,0,109.0,Private Benjamin,['Howard Zieff']
15000000,"['Drama', 'Music']",en,67182787,125.0,Coal Miner's Daughter,['Michael Apted']
15000000,"['Comedy', 'Family']",en,75700498,92.0,Diary of a Wimpy Kid,['Thor Freudenthal']
15000000,['Horror'],en,146497771,100.0,Mama,['Andy Muschietti']
15000000,"['Comedy', 'Adventure', 'Romance']",en,61399552,98.0,National Lampoon's Vacation,['Harold Ramis']
15000000,['Comedy'],en,151831537,92.0,Bad Grandpa,['Jeff Tremaine']
15000000,['Drama'],en,123384128,103.0,The Queen,['Stephen Frears']
15000000,"['Fantasy', 'Comedy']",en,73326666,92.0,Beetlejuice,['Tim Burton']
15000000,"['Comedy', 'Drama']",en,55184721,113.0,Why Did I Get Married?,['Tyler Perry']
18000000,"['Drama', 'Romance']",en,0,115.0,Little Women,['Gillian Armstrong']
17000000,"['Drama', 'Horror', 'Thriller']",en,127730736,95.0,The Woman in Black,['James Watkins']
15000000,"['Horror', 'Thriller']",en,66966987,87.0,When a Stranger Calls,['Simon West']
15000000,"['Comedy', 'Family']",en,52970014,88.0,Big Fat Liar,['Shawn Levy']
15000000,"['Drama', 'War']",en,50000000,183.0,The Deer Hunter,['Michael Cimino']
15000000,"['Comedy', 'Drama']",en,64256513,97.0,Wag the Dog,['Barry Levinson']
17000000,"['Family', 'Comedy']",en,55534455,94.0,The Lizzie McGuire Movie,['Jim Fall']
35000000,"['Thriller', 'Drama']",en,42930462,112.0,Snitch,['Ric Roman Waugh']
15000000,"['Horror', 'Comedy', 'Fantasy']",en,61548707,98.0,Krampus,['Michael Dougherty']
15000000,"['Horror', 'Mystery', 'Science Fiction']",en,40283321,104.0,The Faculty,['Robert Rodriguez']
0,"['Drama', 'Music']",en,0,118.0,What's Love Got to Do with It,['Brian Gibson']
15000000,"['Action', 'Crime', 'Drama']",en,44862187,104.0,Cop Land,['James Mangold']
16000000,['Comedy'],en,66468332,89.0,Not Another Teen Movie,['Joel Gallen']
7000000,"['Crime', 'Drama', 'Thriller']",en,48126384,109.0,End of Watch,['David Ayer']
15000000,"['Crime', 'Drama', 'Thriller']",en,35007180,106.0,The Skulls,['Rob Cohen']
15000000,"['Drama', 'Romance']",en,123726688,123.0,The Theory of Everything,['James Marsh']
0,"['Comedy', 'Crime']",en,0,86.0,Malibu's Most Wanted,['John Whitesell']
15000000,"['Comedy', 'Drama', 'Romance']",en,33771174,120.0,Where the Heart Is,['Matt Williams']
15000000,"['Adventure', 'Drama', 'History', 'War']",en,69995385,216.0,Lawrence of Arabia,['David Lean']
15000000,['Horror'],en,39421467,105.0,Halloween II,['Rob Zombie']
15000000,['Drama'],en,52501541,115.0,Wild,['Jean-Marc Vallée']
15000000,"['Crime', 'Thriller', 'Horror', 'Drama']",en,32721635,110.0,The Last House on the Left,['Dennis Iliadis']
15000000,"['Comedy', 'Romance']",en,47175038,88.0,The Wedding Date,['Clare Kilner']
13000000,"['Horror', 'Thriller']",en,37664855,94.0,Halloween: Resurrection,['Rick Rosenthal']
16000000,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",en,30857814,98.0,The Princess Bride,['Rob Reiner']
15000000,['Drama'],en,30226144,126.0,The Great Debaters,['Denzel Washington']
15000000,"['Drama', 'Action', 'Thriller', 'Crime']",en,78054825,100.0,Drive,['Nicolas Winding Refn']
15000000,['Comedy'],en,29331068,89.0,Confessions of a Teenage Drama Queen,['Sara Sugarman']
15000000,"['Comedy', 'Drama', 'Romance']",en,46905889,111.0,The Object of My Affection,['Nicholas Hytner']
15000000,"['Horror', 'Thriller', 'Science Fiction']",en,64238440,100.0,28 Weeks Later,['Juan Carlos Fresnadillo']
15000000,['Drama'],en,30127963,115.0,When the Game Stands Tall,['Thomas Carter']
14000000,"['Comedy', 'Drama', 'Family']",en,32645546,106.0,Because of Winn-Dixie,['Wayne Wang']
20000000,"['Action', 'Comedy', 'Drama', 'Romance']",en,27728118,124.0,Love & Basketball,['Gina Prince-Bythewood']
0,"['Action', 'Comedy', 'Thriller', 'Romance']",en,28084357,107.0,Grosse Pointe Blank,['George Armitage']
15000000,['Comedy'],en,40105542,99.0,All About Steve,['Phil Traill']
0,"['Mystery', 'Thriller', 'Horror']",en,0,90.0,Book of Shadows: Blair Witch 2,['Joe Berlinger']
15000000,"['Drama', 'Fantasy', 'Horror', 'Thriller']",en,24769466,101.0,The Craft,['Andrew Fleming']
15000000,"['Drama', 'Thriller', 'Crime', 'Romance']",en,85306374,124.0,Match Point,['Woody Allen']
0,"['Comedy', 'Family']",en,0,103.0,Ramona and Beezus,['Elizabeth Allen Rosenbaum']
11500000,"['Drama', 'Romance']",en,23237911,134.0,The Remains of the Day,['James Ivory']
15000000,['Drama'],en,43101594,155.0,Boogie Nights,['Paul Thomas Anderson']
0,"['Action', 'Adventure', 'Drama', 'Thriller']",en,0,94.0,Nowhere to Run,['Robert Harmon']
15000000,['Drama'],en,21000000,95.0,Flicka,['Michael Mayer']
15000000,"['Horror', 'Thriller']",en,0,89.0,The Hills Have Eyes 2,['Martin Weisz']
14000000,['Horror'],en,38574362,97.0,Urban Legends: Final Cut,['John Ottman']
0,"['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",en,0,90.0,Tuck Everlasting,['Jay Russell']
20000000,"['Action', 'Adventure', 'Drama', 'Thriller']",en,22165608,92.0,The Marine,['John Bonito']
15000000,"['Action', 'Comedy']",en,20566327,94.0,Keanu,['Peter Atencio']
15000000,"['Drama', 'Romance']",en,20529194,117.0,Country Strong,['Shana Feste']
15000000,"['Mystery', 'Horror', 'Science Fiction']",en,17507368,84.0,Disturbing Behavior,['David Nutter']
15000000,"['Drama', 'Crime']",en,35485608,140.0,The Place Beyond the Pines,['Derek Cianfrance']
15000000,"['Crime', 'Action', 'Thriller']",en,32556119,108.0,The November Man,['Roger Donaldson']
15000000,"['Drama', 'Mystery', 'Thriller']",en,0,109.0,Eye of the Beholder,['Stephan Elliott']
15000000,"['Drama', 'Thriller', 'War']",en,42000000,131.0,The Hurt Locker,['Kathryn Bigelow']
15000000,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller']",en,17080167,114.0,Firestarter,['Mark L. Lester']
15000000,"['Crime', 'Thriller']",en,37930465,97.0,Killing Them Softly,['Andrew Dominik']
15000000,['Thriller'],en,31554855,121.0,A Most Wanted Man,['Anton Corbijn']
0,['Comedy'],en,0,87.0,Freddy Got Fingered,['Tom Green']
0,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']",en,0,85.0,VeggieTales: The Pirates Who Don't Do Anything,['Mike Nawrocki']
15000000,"['Music', 'Documentary']",en,22730842,85.0,U2 3D,"['Mark Pellington', 'Catherine Owens']"
25000000,"['Action', 'Fantasy', 'Science Fiction']",en,15843608,87.0,Highlander: Endgame,['Douglas Aarniokoski']
0,"['Crime', 'Drama', 'Music']",en,0,121.0,Idlewild,['Bryan Barber']
15000000,"['Drama', 'Romance']",en,59389433,107.0,One Day,['Lone Scherfig']
15000000,['Drama'],en,16633035,111.0,Whip It,['Drew Barrymore']
15000000,"['Crime', 'Thriller']",en,12000000,92.0,Knockaround Guys,"['Brian Koppelman', 'David Levien']"
0,"['Action', 'Comedy', 'Thriller', 'Crime']",en,0,97.0,Confidence,['James Foley']
0,"['Fantasy', 'Comedy']",en,0,97.0,The Muse,['Albert Brooks']
20000000,"['Drama', 'Music']",en,0,125.0,De-Lovely,['Irwin Winkler']
15000000,"['Comedy', 'Drama', 'Romance']",en,0,124.0,New York Stories,"['Francis Ford Coppola', 'Martin Scorsese', 'Woody Allen']"
0,['Family'],en,0,76.0,Barney's Great Adventure,['Steve Gomer']
15000000,['Action'],en,15608545,96.0,The Man with the Iron Fists,['RZA']
15000000,"['Drama', 'Comedy', 'Romance']",en,10443316,93.0,Home Fries,['Dean Parisot']
0,['Romance'],en,0,96.0,Here On Earth,['Mark Piznarski']
15000000,"['Comedy', 'Science Fiction']",en,0,132.0,Brazil,['Terry Gilliam']
15000000,"['Music', 'Drama', 'Romance']",en,14867514,103.0,Raise Your Voice,['Sean McNamara']
15000000,"['Comedy', 'Crime']",en,46189568,117.0,The Big Lebowski,['Joel Coen']
15000000,['Drama'],en,10903846,116.0,Black Snake Moan,['Craig Brewer']
15000000,"['Action', 'Crime', 'Drama', 'Thriller']",en,9237470,118.0,Dark Blue,['Ron Shelton']
16000000,"['Drama', 'Thriller']",en,18928871,100.0,A Mighty Heart,['Michael Winterbottom']
15000000,"['Drama', 'Comedy', 'Romance']",en,9902115,94.0,Whatever It Takes,['David Raynr']
20000000,['Comedy'],en,8586376,94.0,Boat Trip,['Mort Nathan']
0,"['Comedy', 'Drama', 'History', 'Romance']",en,0,97.0,The Importance of Being Earnest,['Oliver Parker']
0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",en,0,98.0,The Love Letter,['Dan Curtis']
0,"['Drama', 'Family']",en,0,91.0,Hoot,['Wil Shriner']
15000000,"['Comedy', 'Drama', 'Crime']",en,34533783,107.0,In Bruges,['Martin McDonagh']
15,['Comedy'],en,0,95.0,Peeples,['Tina Gordon Chism']
15000000,"['Comedy', 'Music']",en,8762890,102.0,The Rocker,['Peter Cattaneo']
15000000,['Comedy'],en,6405245,89.0,Post Grad,['Vicky Jenson']
15000000,['Drama'],en,8138788,106.0,Promised Land,['Gus Van Sant']
15000000,"['Comedy', 'Romance']",en,35097815,92.0,Whatever Works,['Woody Allen']
15000000,['Thriller'],en,5217498,105.0,The In Crowd,['Mary Lambert']
15000000,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']",en,12036149,121.0,The Three Burials of Melquiades Estrada,['Tommy Lee Jones']
0,"['Comedy', 'Drama', 'History']",en,0,120.0,Jakob the Liar,['Peter Kassovitz']
15000000,"['Action', 'Comedy', 'Crime', 'Mystery']",en,15785148,103.0,Kiss Kiss Bang Bang,['Shane Black']
25000000,"['Thriller', 'Comedy', 'Horror']",en,4152230,92.0,Idle Hands,['Rodman Flender']
15000000,"['Thriller', 'Drama', 'Mystery']",en,20117339,147.0,Mulholland Drive,['David Lynch']
0,"['Drama', 'Fantasy', 'Horror', 'Romance']",en,0,98.0,Blood and Chocolate,['Katja von Garnier']
22000000,"['Comedy', 'Drama', 'Romance']",en,0,98.0,You Will Meet a Tall Dark Stranger,['Woody Allen']
15000000,"['Drama', 'Romance', 'Science Fiction']",en,9455232,104.0,Never Let Me Go,['Mark Romanek']
0,['Drama'],en,0,276.0,The Company,['Mikael Salomon']
15000000,"['Thriller', 'Crime', 'Mystery']",en,5926410,111.0,Transsiberian,['Brad Anderson']
15000000,"['Adventure', 'Drama']",en,0,98.0,The Clan of the Cave Bear,['Michael Chapman']
0,"['Comedy', 'Drama']",en,0,111.0,Crazy in Alabama,['Antonio Banderas']
15000000,"['Horror', 'Thriller', 'Crime']",en,7938872,112.0,Funny Games,['Michael Haneke']
0,"['Drama', 'Thriller', 'Science Fiction']",en,0,100.0,Listening,['Khalil Sullins']
0,['Drama'],en,0,116.0,Felicia's Journey,['Atom Egoyan']
92620000,"['Drama', 'Science Fiction']",de,650422,153.0,Metropolis,['Fritz Lang']
12000000,"['Action', 'Thriller', 'Science Fiction']",fr,9584131,84.0,District B13,['Pierre Morel']
8000000,"['Drama', 'Crime']",en,529766,116.0,Things to Do in Denver When You're Dead,['Gary Fleder']
15000000,"['Action', 'Drama', 'History']",zh,632542,105.0,The Assassin,['Hou Hsiao-hsien']
15000000,"['Drama', 'Comedy', 'War', 'Crime', 'Thriller']",en,0,98.0,Buffalo Soldiers,['Gregor Jordan']
0,"['Thriller', 'Drama', 'Mystery']",ru,0,105.0,The Return,['Andrey Zvyagintsev']
8500000,"['Adventure', 'Action', 'Thriller']",th,8936663,98.0,Ong Bak 2,"['Tony Jaa', 'Panna Rittikrai']"
12000000,"['Adventure', 'Action', 'Drama']",en,6814789,97.0,Centurion,['Neil Marshall']
15000000,"['Drama', 'Action', 'Thriller']",en,76382,93.0,Silent Trigger,['Russell Mulcahy']
15000000,"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",en,3533227,98.0,The Midnight Meat Train,['Ryûhei Kitamura']
15000000,['Drama'],en,0,107.0,Winnie Mandela,['Darrell James Roodt']
15000000,"['Drama', 'Thriller', 'Crime']",en,0,90.0,The Son of No One,['Dito Montiel']
15000000,"['Action', 'Comedy', 'Drama', 'History']",en,23000,99.0,All The Queen's Men,['Stefan Ruzowitzky']
15000000,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']",en,20380,93.0,The Good Night,['Jake Paltrow']
0,"['Drama', 'Fantasy']",en,0,141.0,Bathory: Countess of Blood,['Juraj Jakubisko']
20000000,"['Animation', 'Adventure', 'Family']",en,27187375,85.0,Khumba,['Anthony Silverston']
7000000,"['Thriller', 'Science Fiction']",en,0,110.0,Automata,['Gabe Ibáñez']
0,"['Action', 'Adventure', 'Fantasy']",en,0,105.0,Dungeons & Dragons: Wrath of the Dragon God,['Gerry Lively']
15000000,['Drama'],it,0,,Chiamatemi Francesco - Il Papa della gente,['Daniele Luchetti']
15000000,"['Drama', 'Action', 'Thriller', 'Crime']",zh,0,119.0,Shinjuku Incident,['Derek Yee Tung-Sing']
0,"['Drama', 'Foreign']",en,0,124.0,Pandaemonium,['Julien Temple']
14600000,"['Romance', 'Fantasy', 'Drama', 'Comedy']",en,70906973,101.0,Groundhog Day,['Harold Ramis']
14800000,"['Comedy', 'Drama', 'Music']",en,122513057,115.0,Magic Mike XXL,['Gregory Jacobs']
14500000,"['Drama', 'Romance']",en,147298761,120.0,Romeo + Juliet,['Baz Luhrmann']
10000000,"['Drama', 'War']",fr,17511906,111.0,Sarah's Key,['Gilles Paquet-Brenner']
14500000,['Drama'],en,0,98.0,Freedom,['Peter Cousens']
14000000,['Western'],en,159157447,131.0,Unforgiven,['Clint Eastwood']
14200000,['Drama'],da,674918,139.0,Manderlay,['Lars von Trier']
15000000,"['Drama', 'Romance']",en,377910544,120.0,Slumdog Millionaire,['Danny Boyle']
14000000,"['Drama', 'Romance', 'Thriller']",en,320145693,119.0,Fatal Attraction,['Adrian Lyne']
14000000,"['Romance', 'Comedy']",en,463000000,119.0,Pretty Woman,['Garry Marshall']
0,"['Adventure', 'Comedy']",en,239606210,110.0,Crocodile Dundee II,['John Cornell']
0,"['Thriller', 'Mystery', 'Drama', 'Crime']",en,0,101.0,Broken Horses,['Vidhu Vinod Chopra']
14000000,"['Drama', 'War']",en,161001698,145.0,Born on the Fourth of July,['Oliver Stone']
14000000,['Comedy'],en,154864401,98.0,Cool Runnings,['Jon Turteltaub']
15000000,"['Mystery', 'Horror']",en,100734718,101.0,My Bloody Valentine,['Patrick Lussier']
13000000,"['Drama', 'Music']",en,75511123,114.0,Stomp the Yard,['Sylvain White']
14000000,"['Adventure', 'Action', 'Thriller']",en,185438673,125.0,The Spy Who Loved Me,['Lewis Gilbert']
14000000,"['Horror', 'Thriller']",en,72527595,99.0,Urban Legend,['Jamie Blanks']
0,"['Comedy', 'Drama', 'Romance']",en,0,111.0,Good Deeds,['Tyler Perry']
14000000,"['Action', 'Adventure', 'Drama', 'Family']",en,34793160,107.0,White Fang,['Randal Kleiser']
0,"['Comedy', 'Family']",en,0,81.0,Superstar,['Bruce McCulloch']
13000000,"['History', 'Drama']",en,114956699,105.0,The Iron Lady,['Phyllida Lloyd']
0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",en,0,82.0,Jonah: A VeggieTales Movie,"['Phil Vischer', 'Mike Nawrocki']"
14000000,"['Drama', 'Romance']",en,27515786,109.0,Poetic Justice,['John Singleton']
14000000,"['Action', 'Adventure', 'Comedy']",en,25482931,95.0,All About the Benjamins,['Kevin Bray']
14000000,"['Comedy', 'Horror', 'Romance']",en,19800000,100.0,Vampire in Brooklyn,['Wes Craven']
14000000,"['Horror', 'Thriller', 'Fantasy']",en,30749142,118.0,Exorcist II: The Heretic,['John Boorman']
0,"['Horror', 'Thriller']",en,0,83.0,An American Haunting,['Courtney Solomon']
14000000,"['Comedy', 'Romance']",en,0,83.0,My Boss's Daughter,['David Zucker']
14000000,"['Thriller', 'Mystery', 'Adventure']",en,22852638,98.0,A Perfect Getaway,['David Twohy']
14000000,['Comedy'],en,21409028,103.0,Our Family Wedding,['Rick Famuyiwa']
0,['Comedy'],en,0,96.0,Dead Man on Campus,['Alan Cohn']
12000000,"['Comedy', 'Drama', 'War']",en,21001563,117.0,Tea with Mussolini,['Franco Zeffirelli']
0,"['Horror', 'Thriller']",en,0,92.0,Thinner,['Tom Holland']
0,"['Drama', 'Music', 'Romance']",en,0,155.0,"New York, New York",['Martin Scorsese']
0,"['Comedy', 'Drama']",en,0,115.0,Crooklyn,['Spike Lee']
11000000,"['Comedy', 'Romance']",en,13196245,90.0,I Think I Love My Wife,['Chris Rock']
11000000,"['Horror', 'Science Fiction']",en,16951798,91.0,Jason X,['James Isaac']
0,"['History', 'Drama']",en,0,120.0,Bobby,['Emilio Estevez']
14000000,"['Comedy', 'Romance']",en,10424470,86.0,Head Over Heels,['Mark Waters']
14000000,['Comedy'],en,11417362,87.0,Fun Size,['Josh Schwartz']
14000000,['Drama'],fr,19777647,112.0,The Diving Bell and the Butterfly,['Julian Schnabel']
26000000,"['Romance', 'Drama']",en,14821658,136.0,Little Children,['Todd Field']
14000000,"['Drama', 'Mystery', 'Thriller']",en,5108820,90.0,Gossip,['Davis Guggenheim']
14000000,"['Drama', 'Romance']",en,0,107.0,A Walk on the Moon,['Tony Goldwyn']
0,"['Action', 'Drama', 'Thriller']",en,4291965,101.0,Catch a Fire,['Phillip Noyce']
0,"['Horror', 'Mystery', 'Thriller']",en,0,84.0,Soul Survivors,['Stephen Carpenter']
14000000,"['Drama', 'Romance']",en,2474000,139.0,Jefferson in Paris,['James Ivory']
0,"['Comedy', 'Romance']",en,0,93.0,Easy Virtue,['Stephan Elliott']
0,"['Action', 'Adventure', 'Drama', 'Romance']",en,0,127.0,Caravans,['James Fargo']
0,"['History', 'Drama']",en,5405500,150.0,Mr. Turner,['Mike Leigh']
0,"['Drama', 'Romance']",fr,0,104.0,Wild Grass,['Alain Resnais']
0,"['Drama', 'History']",fr,0,132.0,Amen.,['Costa-Gavras']
12000000,"['History', 'Action']",zh,0,117.0,Reign of Assassins,"['John Woo', 'Chao-Bin Su']"
0,"['Comedy', 'Drama', 'History']",en,0,113.0,The Lucky Ones,['Neil Burger']
14000000,['Drama'],en,46495,149.0,Margaret,['Kenneth Lonergan']
108,"['Comedy', 'Horror']",en,0,90.0,Stan Helsing,['Bo Zenga']
14000000,"['Romance', 'Drama']",en,1755212,89.0,Flipped,['Rob Reiner']
14000000,"['Drama', 'Romance']",en,178043761,134.0,Brokeback Mountain,['Ang Lee']
12000000,"['Comedy', 'Drama', 'Romance']",en,0,97.0,Clueless,['Amy Heckerling']
13500000,"['Drama', 'Romance']",en,29027914,107.0,Far from Heaven,['Todd Haynes']
14000000,['Comedy'],en,12314651,93.0,Hot Tub Time Machine 2,['Steve Pink']
13500000,['Drama'],en,7060876,124.0,Quills,['Philip Kaufman']
15000000,"['Comedy', 'Crime']",en,19422261,110.0,Seven Psychopaths,['Martin McDonagh']
0,"['Drama', 'Mystery', 'Thriller']",en,0,105.0,The Caveman's Valentine,['Kasi Lemmons']
18339750,"['Drama', 'History', 'War']",de,92180910,156.0,Downfall,['Oliver Hirschbiegel']
12806000,['Drama'],es,38535221,125.0,The Sea Inside,['Alejandro Amenábar']
13300000,"['Thriller', 'Science Fiction', 'Drama']",en,5380251,108.0,Under the Skin,['Jonathan Glazer']
13000000,"['Comedy', 'Drama', 'War']",en,123922370,121.0,"Good Morning, Vietnam",['Barry Levinson']
13400000,"['Action', 'Comedy', 'Thriller']",en,16700000,100.0,The Last Godfather,['Shim Hyung-Rae']
13000000,"['Documentary', 'Music', 'Family']",en,98441954,105.0,Justin Bieber: Never Say Never,['Jon M. Chu']
13000000,"['Drama', 'Thriller']",en,327803731,108.0,Black Swan,['Darren Aronofsky']
13000000,"['Drama', 'Crime']",en,47542841,200.0,The Godfather: Part II,['Francis Ford Coppola']
13000000,"['Drama', 'Family', 'Romance', 'Music']",en,91038276,112.0,Save the Last Dance,['Thomas Carter']
7000000,"['Horror', 'Thriller']",en,72500000,99.0,A Nightmare on Elm Street 4: The Dream Master,['Renny Harlin']
16000000,['Drama'],en,77000000,117.0,Miracles from Heaven,['Patricia Riggen']
13000000,['Comedy'],en,73180723,83.0,"Dude, Where’s My Car?",['Danny Leiner']
13000000,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']",en,44726644,107.0,Young Guns,['Christopher Cain']
13000000,['Comedy'],en,54837234,102.0,St. Vincent,['Theodore Melfi']
12500000,"['Comedy', 'Romance']",en,49002684,100.0,About Last Night,['Steve Pink']
16000000,"['Comedy', 'Romance', 'Drama']",en,53478166,97.0,10 Things I Hate About You,['Gil Junger']
13000000,"['Comedy', 'Family']",en,0,88.0,The New Guy,['Ed Decter']
0,['Comedy'],en,0,84.0,National Lampoon's Loaded Weapon 1,['Gene Quintano']
17000000,"['Horror', 'Drama', 'Thriller']",en,119100758,86.0,The Shallows,['Jaume Collet-Serra']
13000000,"['Science Fiction', 'Thriller']",en,96060858,113.0,The Butterfly Effect,"['Eric Bress', 'J. Mackye Gruber']"
0,"['Comedy', 'Family']",en,0,89.0,Snow Day,['Chris Koch']
13000000,"['Comedy', 'Drama']",en,0,117.0,This Christmas,['Preston A. Whitmore II']
12000000,"['Science Fiction', 'Comedy', 'Family']",en,36450736,97.0,Baby Geniuses,['Bob Clark']
13000000,"['Action', 'Adventure', 'Comedy', 'Thriller']",en,27007143,91.0,The Big Hit,['Kirk Wong']
12000000,"['Comedy', 'Drama', 'Family']",en,0,100.0,Harriet the Spy,['Bronwen Hughes']
13000000,"['Drama', 'Horror']",en,35763605,84.0,Child's Play 2,['John Lafia']
13200000,"['Crime', 'Thriller']",en,53830415,83.0,No Good Deed,['Sam Miller']
18000000,"['Science Fiction', 'Horror', 'Thriller']",en,57096190,126.0,The Mist,['Frank Darabont']
15000000,"['Drama', 'Science Fiction']",en,36869414,108.0,Ex Machina,['Alex Garland']
13000000,"['Fantasy', 'Drama', 'Comedy']",en,22863596,112.0,Being John Malkovich,['Spike Jonze']
6000000,"['Comedy', 'Romance']",en,0,90.0,Two Can Play That Game,['Mark Brown']
13000000,"['Family', 'Adventure', 'Science Fiction']",en,45300000,89.0,Earth to Echo,['Dave Green']
13000000,"['Drama', 'Romance']",en,16929123,99.0,Crazy/Beautiful,['John Stockwell']
19000000,"['Action', 'Adventure', 'Drama', 'War']",en,68673228,141.0,Letters from Iwo Jima,['Clint Eastwood']
13000000,"['Adventure', 'Comedy', 'Drama', 'Science Fiction']",en,11130889,104.0,The Astronaut Farmer,['Michael Polish']
13000000,"['Comedy', 'Romance']",en,8026971,84.0,Woo,['Daisy von Scherler Mayer']
6000000,"['Drama', 'Thriller']",en,35401758,117.0,Room,['Lenny Abrahamson']
0,['Comedy'],en,0,82.0,Dirty Work,['Bob Saget']
13000000,"['Comedy', 'Crime', 'Horror', 'Thriller']",en,7820688,95.0,Serial Mom,['John Waters']
13000000,['Comedy'],en,27500000,94.0,Dick,['Andrew Fleming']
0,"['Drama', 'Thriller']",en,0,99.0,Light It Up,['Craig Bolotin']
13000000,"['Music', 'Drama']",en,16757163,106.0,54,['Mark Christopher']
0,"['Adventure', 'Comedy', 'Drama', 'Romance']",en,0,84.0,Bubble Boy,['Blair Hayes']
13000000,"['Comedy', 'Crime', 'Thriller']",en,0,93.0,Birthday Girl,['Jez Butterworth']
13000000,['Comedy'],en,48065672,93.0,21 & Over,"['Jon Lucas', 'Scott Moore']"
13000000,"['Drama', 'Romance']",fr,4857367,120.0,"Paris, je t'aime","['Isabel Coixet', 'Christopher Doyle', 'Tom Tykwer', 'Joel Coen', 'Ethan Coen', 'Richard LaGravenese', 'Wes Craven', 'Gus Van Sant', 'Vincenzo Natali', 'Gurinder Chadha', 'Walter Salles', 'Alfonso Cuarón', 'Alexander Payne', 'Gérard Depardieu', 'Sylvain Chomet', 'Bruno Podalydès', 'Frédéric Auburtin', 'Olivier Assayas', 'Nobuhiro Suwa', 'Oliver Schmitz', 'Daniela Thomas']"
0,['Drama'],en,0,112.0,Resurrecting the Champ,['Rod Lurie']
13000000,"['Comedy', 'Drama', 'Romance']",en,18000000,107.0,Admission,['Paul Weitz']
0,"['Romance', 'Drama']",en,0,112.0,The Widow of Saint-Pierre,['Patrice Leconte']
15000000,"['Drama', 'Thriller', 'Mystery']",en,8459458,96.0,Chloe,['Atom Egoyan']
13000000,"['Comedy', 'Crime', 'Drama']",en,9789900,91.0,Faithful,['Paul Mazursky']
13000000,"['Drama', 'Action', 'Comedy', 'Crime']",en,2636637,125.0,Find Me Guilty,['Sidney Lumet']
13000000,"['Drama', 'Romance']",en,33400000,102.0,The Perks of Being a Wallflower,['Stephen Chbosky']
3000000,['Action'],en,1200000,87.0,Excessive Force,['Jon Hess']
13000000,['Drama'],en,1151330,110.0,Infamous,['Douglas McGrath']
0,"['Drama', 'Romance', 'Western']",en,0,120.0,The Claim,['Michael Winterbottom']
13000000,"['Thriller', 'Horror']",en,1784763,91.0,The Vatican Tapes,['Mark Neveldine']
14350531,"['Action', 'Comedy', 'Science Fiction']",en,3964682,88.0,Attack the Block,['Joe Cornish']
10000000,"['Drama', 'Romance', 'War']",en,303877,127.0,In the Land of Blood and Honey,['Angelina Jolie']
13000000,"['Crime', 'Thriller']",en,68572378,94.0,The Call,['Brad Anderson']
0,"['History', 'Drama', 'War', 'Action']",ko,0,110.0,Operation Chromite,['John H. Lee']
0,"['Family', 'Action', 'Adventure']",en,33082548,90.0,The Crocodile Hunter: Collision Course,['John Stainton']
13000000,"['Comedy', 'Drama', 'Romance']",en,10652035,98.0,I Love You Phillip Morris,"['Glenn Ficarra', 'John Requa']"
12000000,"['Adventure', 'Drama']",xx,55260558,100.0,Quest for Fire,['Jean-Jacques Annaud']
12500000,"['Drama', 'Romance']",en,23367586,120.0,Antwone Fisher,['Denzel Washington']
0,"['Drama', 'Romance']",en,0,108.0,The Emperor's Club,['Michael Hoffman']
12500000,"['Action', 'Thriller', 'Crime', 'Romance']",en,12281551,120.0,True Romance,['Tony Scott']
3100000,"['Romance', 'Science Fiction']",en,0,111.0,Womb,['Benedek Fliegauf']
12500000,"['Crime', 'Drama', 'Mystery']",en,10725228,100.0,Glengarry Glen Ross,['James Foley']
13000000,"['Crime', 'Drama', 'Thriller']",en,0,109.0,The Killer Inside Me,['Michael Winterbottom']
0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",en,0,118.0,Cat People,['Paul Schrader']
12500000,"['Horror', 'Mystery', 'Thriller']",en,27206120,101.0,Sorority Row,['Stewart Hendler']
0,"['Adventure', 'Drama', 'Romance']",en,0,101.0,The Prisoner of Zenda,"['John Cromwell', 'W.S. Van Dyke']"
12000000,"['Comedy', 'Romance', 'Drama']",en,11293663,106.0,Lars and the Real Girl,['Craig Gillespie']
12500000,"['War', 'Drama']",en,20416563,94.0,The Boy in the Striped Pyjamas,['Mark Herman']
12800000,"['Drama', 'Crime', 'Music']",en,40031879,140.0,Dancer in the Dark,['Lars von Trier']
0,"['Drama', 'Romance']",en,0,132.0,Oscar and Lucinda,['Gillian Armstrong']
12500000,"['Crime', 'Drama']",en,1227324,99.0,The Funeral,['Abel Ferrara']
